Bundesland;Name der Institution;Trägerschaft Hochschulkompass;Ort;Name Ministerien;Affiliation ROR;ROR ID;GRID ID;Wikidata ID;Einrichtungsart;URL Webseite Institution;Name GERiT;Ort GERiT;GERiT ID ;URL der Einrichtung GERiT;Name GERiT English;GRID ID GERiT;DFG Instituts ID GERiT;Straße GERiT;Hausnummer GERiT;Postfach GERiT;Postleitzahl vor Ort GERiT;Ort GERiT2;DESTATIS Fächerguppe GERiT;DESTATIS Lehr- Forschungsbereich GERiT;DESTATIS Fachgebiet GERiT;Crossref ID 1 GERiT;Crossref ID 2 GERiT;Crossref ID 3 GERiT;Einrichtungsart GERiT;Einrichtungsart GERIT English;OA Webseite der Institution;OA Webseite Datum;OA-Beauftragte/r;OA-Beauftragte/r URL;OA-Beauftragte/r URL Datum;Ansprechperson für Open Access;Ansprechperson für Open Access URL;Ansprechperson für Open Access URL Datum;(Funktions-)Emailadresse;OA Policy;OA Policy Datum;OA Policy URL;OA Policy URL Datum;OA Leitlinie;OA Leitlinie Datum;OA Leitlinie URL;OA Leitlinie URL Datum;Publikationsfonds;Publikationsfonds Art der Finanzierung;Zs. Publikationsfonds;Zs. Publikationsfonds URL;Mono Publikationsfonds ;Mono Publikationsfonds URL;Publikationsfonds Datum Recherche;Repositorium URL;OA-Verlag;OA-Verlag URL;OA-Verlag Datum Recherche;OJS-Standort;OJS-Standort URL;OJS-Standort Datum Recherche;OA/OS-Preis URL;Berliner Erklärung;Datum Berliner Erklärung (Bundesländeratlas);Berliner Erklärung Datum Recherche;OA2020;Datum OA2020 (Bundesländeratlas);OA2020 Datum Recherche;DORA Institution;DORA Datum Recherche;Jussieu;Jussieu Datum Recherche
Bayern;Hochschule für angewandte Wissenschaften Landshut;öffentlich-rechtlich;Landshut;Hochschule für angewandte Wissenschaften Landshut;NA;https://ror.org/056z5bx32;grid.449759.2;Q1622121;Hochschule;www.haw-landshut.de/;Hochschule für angewandte Wissenschaften Landshut;Landshut;http://www.gerit.org/de/institutiondetail/13088;www.haw-landshut.de/home.html;Landshut University of Applied Sciences;grid.449759.2;NA;Am Lurzenhof;1;NA;84036;Landshut;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;NA;44172;NA;NA;44172;Recherche fehlt;NA;44172;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44172;opus4.kobv.de/opus4-haw-landshut/home;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Bayern;Hochschule der Bayerischen Wirtschaft (HDBW) gGmbH;privat, staatlich anerkannt;München;NA;NA;NA;NA;Q21036325;Hochschule;www.hdbw-hochschule.de;Hochschule der Bayerischen Wirtschaft (HDBW) gGmbH;München;http://www.gerit.org/de/institutiondetail/270742317;www.hdbw-hochschule.de;Hochschule der Bayerischen Wirtschaft (HDBW) gGmbH;NA;NA;Infanteriestraße;8;NA;80797;München;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;;Recherche fehlt;Recherche fehlt;;;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Bayern;Hochschule für Fernsehen und Film München;öffentlich-rechtlich;München;NA;NA;https://ror.org/01a7snz60;grid.449690.6;Q569350;Hochschule;www.hff-muenchen.de/;Hochschule für Fernsehen und Film München;München;http://www.gerit.org/de/institutiondetail/12989;www.hff-muenchen.de/;Munich Academy of Television and Film;grid.449690.6;NA;Bernd-Eichinger-Platz;1;NA;80333;München;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Musik/Kunst-HS;NA;NA;44172;NA;NA;44172;Recherche fehlt;NA;44172;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44172;NA;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Bayern;Hochschule für evangelische Kirchenmusik der Evangelisch-Lutherischen Kirche in Bayern;kirchlich, staatlich anerkannt;Bayreuth;Hochschule für Evangelische Kirchenmusik Bayreuth;NA;NA;NA;Q1622241;Hochschule;www.hfk-bayreuth.de/;Hochschule für evangelische Kirchenmusik der Evangelisch-Lutherischen Kirche in Bayern;Bayreuth;http://www.gerit.org/de/institutiondetail/29541;www.hfk-bayreuth.de/;College of Protestant Church Music of the Lutheran Church in Bavaria;NA;NA;Wilhelminenstraße;9;NA;95444;Bayreuth;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Musik/Kunst-HS;NA;NA;44172;NA;NA;44172;Recherche fehlt;NA;44172;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44172;NA;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Bayern;Hochschule für Katholische Kirchenmusik und Musikpädagogik Regensburg;kirchlich, staatlich anerkannt;Regensburg;Hochschule für Katholische Kirchenmusik und Musikpädagogik Regensburg;NA;NA;NA;Q1622189;Hochschule;www.hfkm-regensburg.de;Hochschule für Katholische Kirchenmusik und Musikpädagogik Regensburg;Regensburg;http://www.gerit.org/de/institutiondetail/110652433;www.hfkm-regensburg.de;University of Catholic Church Music and Music Education (HfKM) Regensburg;NA;NA;Andreasstraße;9;NA;93059;Regensburg;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Musik/Kunst-HS;NA;NA;44172;NA;NA;44172;Recherche fehlt;NA;44172;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44172;NA;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Bayern;Hochschule für Musik Nürnberg;öffentlich-rechtlich;Nürnberg;Hochschule für Musik Nürnberg;NA;https://ror.org/05b7xvc63;grid.466106.3;Q1622205;Hochschule;www.hfm-nuernberg.de/home/;Hochschule für Musik Nürnberg;Nürnberg;http://www.gerit.org/de/institutiondetail/29558;www.hfm-nuernberg.de/home/;Nuremberg University of Music;grid.466106.3;NA;Veilhofstraße;34;NA;90489;Nürnberg;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Musik/Kunst-HS;NA;NA;44172;NA;NA;44172;Recherche fehlt;NA;44172;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44172;NA;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Bayern;Hochschule für Musik Würzburg;öffentlich-rechtlich;Würzburg;Hochschule für Musik Würzburg;NA;https://ror.org/05m1pqv80;grid.466199.5;Q260107;Hochschule;www.hfm-wuerzburg.de;Hochschule für Musik Würzburg;Würzburg;http://www.gerit.org/de/institutiondetail/13034;www.hfm-wuerzburg.de;Würzburg University of Music;grid.466199.5;NA;Hofstallstraße;44414;NA;97070;Würzburg;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Musik/Kunst-HS;NA;NA;44172;NA;NA;44172;Recherche fehlt;NA;44172;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44172;NA;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Bayern;Hochschule für Politik München (HfP);NA;München;NA;NA;NA;NA;Q1622215;Hochschule;www.hfpm.de;Hochschule für Politik München (HfP);München;http://www.gerit.org/de/institutiondetail/12988;www.hfpm.de;Munich School of Political Science (HfP);NA;NA;Richard-Wagner-Straße;1;NA;80333;München;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;;Recherche fehlt;Recherche fehlt;;;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Bayern;Hochschule für angewandte Wissenschaften München;öffentlich-rechtlich;München;Hochschule für angewandte Wissenschaften München;NA;https://ror.org/012k1v959;grid.434949.7;Q314089;Hochschule;www.hm.edu/;Hochschule für angewandte Wissenschaften München;München;http://www.gerit.org/de/institutiondetail/10130;www.hm.edu;University of Applied Sciences München;grid.434949.7;NA;Lothstraße;34;NA;80335;München;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;NA;44172;Dr. Rainer Nerlich;www.hm.edu/allgemein/forschung_entwicklung/publikationsfonds/open_access_publikationsfond.de.html;44172;Recherche fehlt;www.hm.edu/allgemein/forschung_entwicklung/publikationsfonds/open_access_publikationsfond.de.html;44172;rainer[?dot]nerlich[at]hm[?dot]edu;ja;43944;www.hm.edu/allgemein/forschung_entwicklung/publikationsfonds/policy_und_massnahmen.de.html;;NA;NA;;;ja;Eigenmittel;ja;www.hm.edu/allgemein/forschung_entwicklung/publikationsfonds/open_access_publikationsfond.de.html;nein;NA;44172;digital.bib-bvb.de//R/93IY3PJE52UKPAA8E7H6SJ8PYCN99IK2JMEbvbm1.bib-bvb.de/R/8T6VJRIUD1TR3SYN9TRYBXDDGK67CUHBVXACY431KIY7DRH7B7-00025?local_base=FHM&pds_handle=GUEST;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Bayern;Hochschule für angewandte Wissenschaften Neu-Ulm;öffentlich-rechtlich;Neu-Ulm;Hochschule für angewandte Wissenschaften Neu-Ulm;NA;https://ror.org/03ggzay52;grid.466058.9;Q1622129;Hochschule;www.hnu.de/;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;www.hnu.de/studium/im-studium/bibliothek/publizieren/open-access;44172;NA;NA;44172;Recherche fehlt;www.hnu.de/studium/im-studium/bibliothek/publizieren/open-access;44172;www[?dot]hnu[?dot]de/nachricht-senden?personUid=625&referrer=www[?dot]hnu[?dot]de%2Fdr-buchner&cHash=b2d2e5aadfdb48e2f5f533635012fce4;ja;NA;www.hnu.de/fileadmin/user_upload/1_Studium/Bibliothek/Bilder/Open_Access_Policy_HNU.pdf;;NA;NA;;;nein;NA;NA;NA;NA;NA;44172;publications.hs-neu-ulm.de/;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Bayern;Hochschule Hof;öffentlich-rechtlich;Hof;Hochschule für angewandte Wissenschaften Hof;NA;https://ror.org/04q5vv384;grid.449753.8;Q1622109;Hochschule;www.hof-university.de;Hochschule Hof;Hof;http://www.gerit.org/de/institutiondetail/13066;www.hof-university.de;Hof University of Applied Sciences;grid.449753.8;NA;Alfons-Goppel-Platz;1;NA;95028;Hof;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;NA;44172;NA;NA;44172;NA;NA;44172;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;Recherche fehlt;https://opus4.kobv.de/opus4-hof/;nein;NA;44360;nein;NA;44360;NA;nein;NA;;nein;NA;;nein;;nein;
Bayern;Hochschule Ansbach;öffentlich-rechtlich;Ansbach;Hochschule für angewandte Wissenschaften Ansbach;NA;https://ror.org/0167rnj42;grid.448997.f;Q1622076;Hochschule;www.hs-ansbach.de/;Hochschule Ansbach;Ansbach;http://www.gerit.org/de/institutiondetail/29539;www.hs-ansbach.de/;Ansbach University of Applied Sciences;grid.448997.f;NA;Residenzstraße;8;NA;91522;Ansbach;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;NA;44172;NA;NA;44172;NA;NA;44172;NA;nein;NA;NA;;NA;NA;;;NA;NA;NA;NA;NA;NA;Recherche fehlt;NA;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Bayern;Hochschule für angewandte Wissenschaften Augsburg;öffentlich-rechtlich;Augsburg;Hochschule für angewandte Wissenschaften Augsburg;NA;https://ror.org/016604a03;grid.440970.e;Q896468;Hochschule;www.hs-augsburg.de/;Hochschule für angewandte Wissenschaften Augsburg;Augsburg;http://www.gerit.org/de/institutiondetail/10829;www.hs-augsburg.de;Augsburg University of Applied Sciences;grid.440970.e;NA;An der Hochschule;1;NA;86161;Augsburg;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;NA;44172;NA;NA;44172;Recherche fehlt;NA;44172;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44172;https://opus4.kobv.de/opus4-hs-augsburg/;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Bayern;Hochschule für angewandte Wissenschaften Coburg;öffentlich-rechtlich;Coburg;Hochschule für angewandte Wissenschaften Coburg;NA;https://ror.org/02p5hsv84;grid.461647.6;Q1622234;Hochschule;www.hs-coburg.de/;Hochschule für angewandte Wissenschaften Coburg;Coburg;http://www.gerit.org/de/institutiondetail/10134;www.hs-coburg.de;Coburg University of Applied Sciences;grid.461647.6;NA;Friedrich-Streib-Straße;2;NA;96450;Coburg;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;NA;44172;NA;NA;44172;Recherche fehlt;NA;44172;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44172;NA;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Bayern;Hochschule für angewandte Wissenschaften Kempten;öffentlich-rechtlich;Kempten;Hochschule für angewandte Wissenschaften Kempten;NA;https://ror.org/02m4p8096;grid.200773.1;Q1622115;Hochschule;www.hs-kempten.de/;Hochschule für angewandte Wissenschaften Kempten;Kempten;http://www.gerit.org/de/institutiondetail/10137;www.hs-kempten.de/home.html;Kempten University of Applied Sciences;grid.200773.1;NA;Bahnhofstraße;61;NA;87435;Kempten;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;NA;44172;NA;NA;44172;Recherche fehlt;NA;44172;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44172;opus4.kobv.de/opus4-hs-kempten/home;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Bayern;Hochschule Neu-Ulm;öffentlich-rechtlich;Neu-Ulm;NA;NA;https://ror.org/03ggzay52;grid.466058.9;Q1622129;Hochschule;www.hs-neu-ulm.de/;Hochschule Neu-Ulm;Neu-Ulm;http://www.gerit.org/de/institutiondetail/29555;www.hs-neu-ulm.de/;Neu-Ulm University of Applied Sciences;grid.466058.9;NA;Wileystraße;1;NA;89231;Neu-Ulm;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;;Recherche fehlt;Recherche fehlt;;;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Bayern;Hochschule Weihenstephan-Triesdorf;öffentlich-rechtlich;Freising;Hochschule für angewandte Wissenschaften Weihenstephan-Triesdorf;NA;https://ror.org/00gzkxz88;grid.4819.4;Q1622145;Hochschule;www.hswt.de/;Hochschule Weihenstephan-Triesdorf;Freising;http://www.gerit.org/de/institutiondetail/10131;www.hswt.de/;University of Applied Sciences Weihenstephan-Triesdorf;grid.4819.4;NA;Am Hofgarten;4;NA;85354;Freising;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;www.hswt.de/forschung/forschungseinrichtungen/zfw/open-access-publikationsfonds.html;44368;NA;NA;44172;Dr. Michaela Stegmann;www.hswt.de/forschung/forschungseinrichtungen/zfw/open-access-publikationsfonds.html;44368;openaccess[at]hswt(dot)de;nein;NA;NA;;NA;NA;;;ja;Eigenmittel;ja;www.hswt.de/forschung/forschungseinrichtungen/zfw/open-access-publikationsfonds.html;nein;NA;Recherche fehlt;NA;nein;NA;44360;nein;NA;44360;NA;nein;NA;;nein;NA;;nein;;nein;
Bayern;Katholische Stiftungshochschule München;kirchlich, staatlich anerkannt;München;Katholische Stiftungshochschule für angewandte Wissenschaften München;NA;https://ror.org/01j2dwr66;grid.466275.4;Q1632429;Hochschule;www.ksh-muenchen.de/;Katholische Stiftungshochschule München;München;http://www.gerit.org/de/institutiondetail/13094;www.ksh-muenchen.de/;Catholic College of Munich - a State Certified University Sector College of Social Work and Nursing Management;NA;NA;Preysingstraße;83;NA;81667;München;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;44360;nein;NA;44360;NA;nein;NA;;nein;NA;nein;nein;nein;nein;44172
Bayern;Hochschule Macromedia;privat, staatlich anerkannt;München;NA;NA;https://ror.org/03czk8k96;grid.465971.8;Q1346417;Hochschule;www.macromedia.de;Hochschule Macromedia;München;http://www.gerit.org/de/institutiondetail/182563687;www.macromedia.de;Macromedia University;grid.465971.8;NA;Sandstraße;9;NA;80335;München;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;;Recherche fehlt;Recherche fehlt;;;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Bayern;Munich Business School GmbH;privat, staatlich anerkannt;München;NA;NA;https://ror.org/00jw3g525;grid.466272.3;Q1311824;Hochschule;www.munich-business-school.de/;Munich Business School GmbH;München;http://www.gerit.org/de/institutiondetail/29554;www.munich-business-school.de/;Munich Business School - Private University of Applied Sciences;grid.466272.3;NA;Elsenheimerstraße;61;NA;80687;München;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;;Recherche fehlt;Recherche fehlt;;;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Bayern;Ostbayerisch-Technische-Hochschule Amberg-Weiden;öffentlich-rechtlich;Amberg;Ostbayerisch-Technische-Hochschule Amberg-Weiden;NA;https://ror.org/00gm0aw40;grid.462281.b;NA;Hochschule;www.oth-aw.de/;Ostbayerische Technische Hochschule Amberg-Weiden (OTH);Amberg;http://www.gerit.org/de/institutiondetail/13102;www.oth-aw.de;Amberg-Weiden University of Applied Sciences (OTH);NA;NA;Kaiser-Wilhelm-Ring;23;NA;92224;Amberg;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;NA;44172;NA;NA;44172;Recherche fehlt;NA;44172;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44172;NA;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Bayern;Ostbayerisch-Technische-Hochschule Regensburg;öffentlich-rechtlich;Regensburg;Ostbayerisch-Technische-Hochschule Regensburg;NA;https://ror.org/04b9vrm74;grid.434958.7;Q982435;Hochschule;www.oth-regensburg.de/;Ostbayerische Technische Hochschule Regensburg (OTH);Regensburg;http://www.gerit.org/de/institutiondetail/10133;www.oth-regensburg.de;OTH Regensburg;grid.434958.7;NA;Prüfeninger Straße;58;NA;93049;Regensburg;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;NA;44172;NA;NA;44172;Recherche fehlt;www.oth-regensburg.de/hochschule/einrichtungen/hochschulbibliothek/publikationsserver-der-othr.html;44172;renate[?dot]siegmuelle[at]oth-regensburg[?dot]de;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44172;opus4.kobv.de/opus4-oth-regensburg/home/index/help;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Bayern;Hochschule für Angewandte Sprachen SDI München;NA;München;NA;NA;NA;NA;Q833743;Hochschule;www.sdi-muenchen.de/hochschule/;Hochschule für Angewandte Sprachen SDI München;München;http://www.gerit.org/de/institutiondetail/198523000;www.sdi-muenchen.de/hochschule/;SDI - University of Applied Languages;NA;NA;Baierbrunner Straße;28;NA;81379;München;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;;Recherche fehlt;Recherche fehlt;;;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Bayern;Technische Hochschule Aschaffenburg;öffentlich-rechtlich;Aschaffenburg;Technische Hochschule Aschaffenburg;NA;https://ror.org/04sms9203;grid.465869.0;Q1523703;Hochschule;www.th-ab.de/startseite/;Technische Hochschule Aschaffenburg;Aschaffenburg;http://www.gerit.org/de/institutiondetail/10790;www.th-ab.de/startseite/;University of Applied Sciences Aschaffenburg;grid.465869.0;NA;Würzburger Straße;45;NA;63743;Aschaffenburg;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;NA;44172;NA;NA;44172;Recherche fehlt;NA;44172;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44172;opus4.kobv.de/opus4-h-ab/home;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Bayern;Technische Hochschule Deggendorf;öffentlich-rechtlich;Deggendorf;Technische Hochschule Deggendorf;NA;https://ror.org/02kw5st29;grid.449751.a;Q468553;Hochschule;www.th-deg.de/;Technische Hochschule Deggendorf;Deggendorf;http://www.gerit.org/de/institutiondetail/13103;www.th-deg.de/de;Deggendorf Institute of Technology;grid.449751.a;NA;Dieter-Görlitz-Platz;1;NA;94469;Deggendorf;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;NA;44172;NA;NA;44172;Recherche fehlt;www.th-deg.de/de/forschung/wissenschaftliche-publikationen;44172;publikationen[at]th-deg[?dot]de;ja;NA;www.th-deg.de/Forschung/Publikationen/openaccess_policy_thd_2018.pdf;;NA;NA;;;nein;NA;NA;NA;NA;NA;44172;NA;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Bayern;Technische Hochschule Nürnberg Georg Simon Ohm;öffentlich-rechtlich;Nürnberg;Technische Hochschule Nürnberg Georg Simon Ohm;NA;https://ror.org/00nggaz43;grid.454272.2;Q1503440;Hochschule;www.th-nuernberg.de/;Technische Hochschule Nürnberg Georg Simon Ohm;Nürnberg;http://www.gerit.org/de/institutiondetail/13050;www.th-nuernberg.de/;Nuremberg Institute of Technology;NA;NA;Keßlerplatz;12;NA;90489;Nürnberg;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;NA;44172;NA;NA;44172;Recherche fehlt;NA;44172;bib-opus[at]th-nuernberg[?dot]de;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44172;https://opus4.kobv.de/opus4-ohm/;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
Bayern;Technische Hochschule Rosenheim;öffentlich-rechtlich;Rosenheim;Technische Hochschule Rosenheim;NA;https://ror.org/03hbmgt12;grid.449770.9;Q263537;Hochschule;www.th-rosenheim.de/;Technische Hochschule Rosenheim;Rosenheim;http://www.gerit.org/de/institutiondetail/10132;www.th-rosenheim.de/;Rosenheim Technical University of Applied Sciences;grid.449770.9;NA;Hochschulstraße;1;NA;83024;Rosenheim;Zentrale Einrichtungen (ohne klinikspezifische Einrichtungen);Hochschule insgesamt;Hochschule allgemein;NA;NA;NA;Weitere HS/FS;NA;NA;44172;NA;NA;44172;Recherche fehlt;NA;44172;NA;nein;NA;NA;;NA;NA;;;nein;NA;NA;NA;NA;NA;44172;opus4.kobv.de/opus4-rosenheim/home;nein;NA;44360;nein;NA;44360;Recherche fehlt;nein;NA;;nein;NA;;nein;;nein;
